idx,l,r,length
17716,613803,613819,17
17717,762689,762719,31
17718,461128,461184,57
17719,250669,250769,101
17720,56413,56517,105
17721,465861,465955,95
17722,748672,748686,15
17723,668161,668226,66
17724,107395,107443,49
17725,533662,533725,64
17726,463673,463680,8
17727,934747,934792,46
17728,586876,586889,14
17729,767299,767391,93
17730,438883,438992,110
17731,236401,236478,78
17732,812086,812122,37
17733,605018,605099,82
17734,595656,595736,81
17735,610985,611070,86
17736,205334,205436,103
17737,945691,945764,74
17738,482650,482688,39
17739,216597,216622,26
17740,880760,880778,19
17741,537994,538045,52
17742,65866,65943,78
17743,164325,164358,34
17744,25028,25122,95
17745,313451,313557,107
17746,526274,526373,100
17747,733131,733256,126
17748,305977,306045,69
17749,572596,572626,31
17750,643013,643137,125
17751,731553,731574,22
17752,914119,914222,104
17753,675988,676110,123
17754,589480,589512,33
17755,756695,756753,59
17756,358433,358508,76
17757,794216,794253,38
17758,707403,707417,15
17759,198968,199091,124
17760,801646,801738,93
17761,609271,609298,28
17762,646255,646338,84
17763,702660,702761,102
17764,854067,854103,37
17765,652767,652865,99
17766,273597,273626,30
17767,547389,547455,67
17768,451283,451388,106
17769,502873,502900,28
17770,798055,798153,99
17771,80668,80789,122
17772,364560,364676,117
17773,400201,400316,116
17774,703332,703389,58
17775,753952,753964,13
17776,251876,251895,20
17777,895939,896034,96
17778,573919,573920,2
17779,894345,894459,115
17780,853867,853960,94
17781,772075,772139,65
17782,361358,361377,20
17783,550117,550188,72
17784,438831,438876,46
17785,463231,463258,28
17786,23595,23695,101
17787,651078,651155,78
17788,339001,339041,41
17789,597022,597091,70
17790,830027,830129,103
17791,100165,100288,124
17792,983064,983109,46
17793,153074,153126,53
17794,423880,423914,35
17795,828478,828550,73
17796,759632,759665,34
17797,943421,943473,53
17798,619643,619697,55
17799,666922,667003,82
17800,845681,845787,107
17801,373089,373091,3
17802,945590,945679,90
17803,882972,883077,106
17804,851033,851095,63
17805,818188,818196,9
17806,328260,328317,58
17807,409180,409207,28
17808,430186,430295,110
17809,476083,476095,13
17810,565479,565527,49
17811,634327,634355,29
17812,539426,539487,62
17813,953498,953609,112
17814,562355,562377,23
17815,796139,796245,107
17816,2200,2242,43
17817,530804,530931,128
17818,938062,938144,83
17819,145137,145221,85
17820,466532,466598,67
17821,267186,267193,8
17822,691920,691951,32
17823,573681,573743,63
17824,271564,271660,97
17825,975398,975421,24
17826,763897,764011,115
17827,646346,646378,33
17828,305735,305821,87
17829,439965,440048,84
17830,784843,784928,86
17831,733434,733484,51
17832,941960,942021,62
17833,929596,929692,97
17834,458796,458921,126
17835,458527,458622,96
17836,681553,681587,35
17837,607633,607754,122
17838,940776,940798,23
17839,293925,294024,100
17840,281595,281651,57
17841,732819,732867,49
17842,750694,750727,34
17843,760440,760454,15
17844,739978,740098,121
17845,544362,544406,45
17846,172779,172864,86
17847,365453,365555,103
17848,519290,519407,118
17849,856726,856735,10
17850,353377,353388,12
17851,481442,481489,48
17852,266985,267001,17
17853,908852,908864,13
17854,9798,9831,34
17855,571049,571092,44
17856,567453,567555,103
17857,155696,155725,30
17858,195080,195159,80
17859,734065,734101,37
17860,179368,179490,123
17861,697629,697727,99
17862,598374,598496,123
17863,375885,375979,95
17864,716549,716595,47
17865,909620,909676,57
17866,355378,355428,51
17867,304945,305045,101
17868,293155,293279,125
17869,395763,395792,30
17870,880013,880013,1
17871,993264,993389,126
17872,651037,651046,10
17873,571567,571618,52
17874,245883,245974,92
17875,469279,469396,118
17876,403,476,74
17877,295338,295431,94
17878,440219,440339,121
17879,61691,61701,11
17880,324281,324386,106
17881,863953,864070,118
17882,22707,22810,104
17883,872503,872559,57
17884,534933,535034,102
17885,591221,591305,85
17886,827200,827254,55
17887,564032,564102,71
17888,933174,933270,97
17889,428666,428765,100
17890,399689,399712,24
17891,55433,55551,119
17892,509227,509273,47
17893,859617,859619,3
17894,760643,760702,60
17895,692124,692152,29
17896,731747,731785,39
17897,788945,789021,77
17898,172929,173005,77
17899,539563,539634,72
17900,905831,905935,105
17901,880633,880662,30
17902,726999,727077,79
17903,308378,308395,18
17904,904194,904292,99
17905,417222,417320,99
17906,270640,270666,27
17907,462151,462255,105
17908,631105,631173,69
17909,466756,466876,121
17910,639527,639596,70
17911,600666,600755,90
17912,130363,130470,108
17913,900926,900962,37
17914,927619,927713,95
17915,967029,967030,2
17916,189775,189780,6
17917,788597,788643,47
17918,566743,566868,126
17919,762507,762588,82
17920,774616,774728,113
17921,151969,152036,68
17922,97695,97708,14
17923,858209,858265,57
17924,112813,112901,89
17925,501643,501737,95
17926,630470,630590,121
17927,175987,176033,47
17928,158557,158616,60
17929,368856,368913,58
17930,966793,966863,71
17931,573405,573468,64
17932,980404,980458,55
17933,931957,932029,73
17934,961765,961773,9
17935,270012,270032,21
17936,878618,878629,12
17937,7344,7426,83
17938,667070,667158,89
17939,267198,267242,45
17940,483548,483587,40
17941,802253,802330,78
17942,160881,160955,75
17943,962484,962506,23
17944,438917,438964,48
17945,79390,79503,114
17946,308823,308947,125
17947,241704,241731,28
17948,957482,957494,13
17949,234531,234635,105
17950,916328,916343,16
17951,325677,325716,40
17952,563838,563948,111
17953,167739,167848,110
17954,577623,577748,126
17955,189686,189703,18
17956,362424,362547,124
17957,642898,643014,117
17958,203961,204005,45
17959,786502,786608,107
17960,74426,74543,118
17961,855785,855823,39
17962,630531,630609,79
17963,280067,280105,39
17964,213839,213861,23
17965,618483,618543,61
17966,603811,603867,57
17967,126123,126161,39
17968,272007,272047,41
17969,293629,293748,120
17970,863646,863734,89
17971,762189,762309,121
17972,892725,892734,10
17973,333881,333997,117
17974,26896,26966,71
17975,185875,185909,35
17976,931828,931847,20
17977,122841,122935,95
17978,504983,505030,48
17979,266978,267020,43
17980,976476,976577,102
17981,862731,862761,31
17982,103980,104041,62
17983,12830,12857,28
17984,346257,346273,17
17985,868203,868288,86
17986,522891,522966,76
17987,874817,874926,110
17988,182008,182122,115
17989,913310,913370,61
17990,418394,418400,7
17991,898142,898158,17
17992,523275,523394,120
17993,87015,87084,70
17994,322497,322540,44
17995,547735,547854,120
17996,382034,382127,94
17997,854712,854798,87
17998,642507,642515,9
17999,898545,898609,65
18000,36541,36647,107
18001,566521,566603,83
18002,756259,756325,67
18003,202947,203033,87
18004,381063,381113,51
18005,23774,23779,6
18006,60687,60744,58
18007,762438,762487,50
18008,756369,756453,85
18009,626359,626391,33
18010,518157,518163,7
18011,938589,938701,113
18012,570623,570661,39
18013,304210,304266,57
18014,16847,16948,102
18015,789183,789227,45
18016,264080,264168,89
18017,109501,109558,58
18018,509758,509870,113
18019,206483,206489,7
18020,732818,732856,39
18021,399764,399857,94
18022,214782,214849,68
18023,12886,12969,84
18024,325380,325431,52
18025,695624,695711,88
18026,338477,338557,81
18027,593906,593916,11
18028,184411,184498,88
18029,870666,870743,78
18030,513081,513151,71
18031,613821,613875,55
18032,299807,299820,14
18033,98411,98475,65
18034,964608,964649,42
18035,18710,18747,38
18036,374190,374196,7
18037,157802,157818,17
18038,895504,895504,1
18039,279247,279318,72
18040,193098,193191,94
18041,445416,445533,118
18042,228374,228468,95
18043,854462,854544,83
18044,867928,867980,53
18045,497947,497965,19
18046,494681,494690,10
18047,25477,25586,110
18048,758586,758664,79
18049,117172,117267,96
18050,55266,55378,113
18051,911814,911847,34
18052,61557,61615,59
18053,968822,968893,72
18054,868215,868243,29
18055,857128,857205,78
18056,108352,108398,47
18057,635290,635329,40
18058,830501,830507,7
18059,850944,850965,22
18060,947532,947594,63
18061,235589,235616,28
18062,542269,542283,15
18063,753777,753895,119
18064,143320,143356,37
18065,755096,755122,27
18066,69034,69040,7
18067,162162,162181,20
18068,357784,357829,46
18069,697173,697263,91
18070,84153,84238,86
18071,473954,474037,84
18072,32066,32108,43
18073,822398,822403,6
18074,750300,750379,80
18075,42277,42313,37
18076,651074,651082,9
18077,268088,268165,78
18078,851871,851978,108
18079,811339,811426,88
18080,404653,404699,47
18081,495441,495566,126
18082,628972,629030,59
18083,624496,624608,113
18084,624661,624664,4
18085,869059,869146,88
18086,763,780,18
18087,791004,791037,34
18088,309559,309577,19
18089,917482,917509,28
18090,554263,554269,7
18091,853739,853850,112
18092,721891,721953,63
18093,16847,16947,101
18094,789921,790006,86
18095,796128,796250,123
18096,722130,722209,80
18097,921538,921632,95
18098,286162,286207,46
18099,609786,609833,48
18100,841519,841596,78
18101,585990,586111,122
18102,524373,524497,125
18103,358132,358157,26
18104,715004,715088,85
18105,937659,937708,50
18106,372815,372881,67
18107,830414,830440,27
18108,711712,711713,2
18109,884324,884337,14
18110,556664,556783,120
18111,965930,965966,37
18112,589027,589111,85
18113,708898,708993,96
18114,353537,353632,96
18115,595829,595867,39
18116,436331,436380,50
18117,328519,328521,3
18118,365248,365344,97
18119,770793,770874,82
18120,994591,994622,32
18121,213985,214084,100
18122,962653,962713,61
18123,277612,277627,16
18124,331740,331763,24
18125,121953,121971,19
18126,167915,168018,104
18127,919375,919409,35
18128,30363,30409,47
18129,406816,406914,99
18130,432902,432904,3
18131,895722,895769,48
18132,455095,455217,123
18133,366172,366181,10
18134,431072,431139,68
18135,787769,787797,29
18136,937646,937663,18
18137,999965,999999,35
18138,156515,156553,39
18139,883315,883386,72
18140,228887,228899,13
18141,768840,768900,61
18142,974017,974017,1
18143,514015,514125,111
18144,850222,850291,70
18145,751496,751581,86
18146,459910,459984,75
18147,591820,591851,32
18148,776167,776278,112
18149,925565,925650,86
18150,232136,232198,63
18151,87123,87129,7
18152,332050,332164,115
18153,43032,43063,32
18154,193260,193289,30
18155,208323,208406,84
18156,240186,240253,68
18157,829219,829278,60
18158,882182,882184,3
18159,74279,74353,75
18160,337769,337843,75
18161,887918,888001,84
18162,841208,841277,70
18163,884858,884946,89
18164,119768,119787,20
18165,312989,313060,72
18166,697024,697059,36
18167,474209,474327,119
18168,322875,322981,107
18169,825561,825567,7
18170,313797,313823,27
18171,830715,830721,7
18172,678881,678900,20
18173,503747,503851,105
18174,751578,751652,75
18175,29772,29829,58
18176,551902,551988,87
18177,199871,199976,106
18178,700495,700616,122
18179,911469,911509,41
18180,713688,713812,125
18181,437469,437496,28
18182,181546,181581,36
18183,752551,752628,78
18184,404189,404191,3
18185,365500,365574,75
18186,355041,355065,25
18187,85076,85136,61
18188,699112,699154,43
18189,374260,374371,112
18190,853825,853849,25
18191,86082,86187,106
18192,916035,916121,87
18193,469720,469835,116
18194,25931,25978,48
18195,281880,281925,46
18196,749010,749043,34
18197,803613,803638,26
18198,70086,70087,2
18199,28059,28133,75
18200,377620,377645,26
18201,465462,465478,17
18202,376095,376215,121
18203,561364,561442,79
18204,218171,218183,13
18205,704657,704687,31
18206,982593,982611,19
18207,352470,352578,109
18208,86987,87099,113
18209,885776,885879,104
18210,74716,74824,109
18211,84759,84839,81
18212,331188,331253,66
18213,136437,136536,100
18214,849499,849522,24
18215,827676,827736,61
18216,633394,633405,12
18217,636916,636941,26
18218,641291,641412,122
18219,795816,795877,62
18220,322377,322419,43
18221,674859,674960,102
18222,811430,811484,55
18223,71906,71982,77
18224,218651,218655,5
18225,922454,922513,60
18226,399529,399644,116
18227,71908,71991,84
18228,701907,702020,114
18229,998137,998254,118
18230,579060,579077,18
18231,949864,949988,125
18232,874930,874985,56
18233,294936,294975,40
18234,599126,599211,86
18235,328946,328979,34
18236,945397,945430,34
18237,939629,939660,32
18238,179968,180010,43
18239,716773,716833,61
18240,543330,543367,38
18241,125604,125672,69
18242,467990,468032,43
18243,375401,375510,110
18244,254403,254495,93
18245,784662,784751,90
18246,900769,900867,99
18247,171724,171771,48
18248,496925,496999,75
18249,268786,268851,66
18250,80163,80226,64
18251,626347,626426,80
18252,870400,870404,5
18253,356361,356445,85
18254,796181,796257,77
18255,913364,913437,74
18256,844491,844569,79
18257,939512,939551,40
18258,107569,107660,92
18259,993012,993014,3
18260,263244,263334,91
18261,810998,811097,100
18262,468736,468785,50
18263,820789,820916,128
18264,435622,435685,64
18265,876156,876260,105
18266,205985,206104,120
18267,450918,450924,7
18268,46380,46430,51
18269,361820,361847,28
18270,179777,179837,61
18271,661760,661813,54
18272,879399,879491,93
18273,652964,653050,87
18274,690590,690651,62
18275,349303,349363,61
18276,905641,905760,120
18277,452529,452580,52
18278,466873,466907,35
18279,6437,6489,53
18280,312128,312233,106
18281,368140,368244,105
18282,471805,471820,16
18283,280057,280157,101
18284,364373,364456,84
18285,556320,556349,30
18286,363410,363441,32
18287,634843,634856,14
18288,674297,674405,109
18289,771273,771345,73
18290,897421,897543,123
18291,633172,633214,43
18292,863502,863591,90
18293,95720,95726,7
18294,577888,577920,33
18295,102561,102627,67
18296,602622,602726,105
18297,541686,541804,119
18298,822202,822213,12
18299,279324,279411,88
18300,971892,971922,31
18301,433267,433349,83
18302,970995,971061,67
18303,238852,238920,69
18304,780186,780227,42
18305,445262,445383,122
18306,384565,384634,70
18307,406390,406453,64
18308,221024,221105,82
18309,719545,719639,95
18310,612776,612840,65
18311,634884,634966,83
18312,226998,227071,74
18313,779860,779951,92
18314,658666,658763,98
18315,442070,442077,8
18316,250902,250991,90
18317,685886,685984,99
18318,487038,487073,36
18319,41213,41334,122
18320,124516,124608,93
18321,174709,174771,63
18322,570538,570662,125
18323,592968,592973,6
18324,664238,664358,121
18325,56961,56971,11
18326,904677,904710,34
18327,189053,189084,32
18328,518694,518782,89
18329,838370,838395,26
18330,667371,667381,11
18331,835200,835299,100
18332,422807,422920,114
18333,163116,163164,49
18334,137765,137791,27
18335,74508,74554,47
18336,639518,639518,1
18337,513791,513860,70
18338,363389,363472,84
18339,652663,652680,18
18340,94567,94609,43
18341,266461,266463,3
18342,375473,375585,113
18343,607591,607623,33
18344,350262,350378,117
18345,163607,163730,124
18346,970885,970889,5
18347,477166,477289,124
18348,479139,479224,86
18349,753329,753431,103
18350,777332,777365,34
18351,526643,526733,91
18352,782377,782477,101
18353,501285,501351,67
18354,832340,832408,69
18355,730126,730238,113
18356,699754,699819,66
18357,641150,641256,107
18358,51845,51863,19
18359,317634,317689,56
18360,414382,414422,41
18361,796447,796571,125
18362,272727,272767,41
18363,622217,622221,5
18364,282826,282847,22
18365,732838,732961,124
18366,709863,709986,124
18367,772881,772882,2
18368,51355,51430,76
18369,674540,674595,56
18370,485827,485910,84
18371,802530,802561,32
18372,562570,562693,124
18373,250721,250790,70
18374,460122,460169,48
18375,364383,364388,6
18376,729770,729871,102
18377,338953,339007,55
18378,517642,517678,37
18379,971363,971442,80
18380,178129,178197,69
18381,128690,128694,5
18382,960133,960211,79
18383,663318,663339,22
18384,563865,563965,101
18385,981995,982078,84
18386,656602,656711,110
18387,67516,67594,79
18388,738000,738050,51
18389,524437,524468,32
18390,223342,223383,42
18391,90256,90366,111
18392,46727,46771,45
18393,894690,894740,51
18394,350062,350115,54
18395,362833,362956,124
18396,2749,2769,21
18397,794824,794850,27
18398,70784,70829,46
18399,485808,485818,11
18400,460610,460663,54
18401,516186,516273,88
18402,923626,923719,94
18403,63417,63422,6
18404,235300,235368,69
18405,153517,153584,68
18406,375110,375140,31
18407,816519,816577,59
18408,197627,197681,55
18409,816888,816919,32
18410,439772,439897,126
18411,253070,253092,23
18412,116228,116348,121
18413,57429,57448,20
18414,630902,631013,112
18415,332413,332425,13
18416,948628,948661,34
18417,335726,335769,44
18418,654248,654285,38
18419,897154,897261,108
18420,345108,345203,96
18421,787556,787642,87
18422,17105,17162,58
18423,540438,540562,125
18424,384032,384068,37
18425,696087,696119,33
18426,783269,783366,98
18427,842386,842430,45
18428,459191,459228,38
18429,384915,385031,117
18430,960716,960794,79
18431,191559,191672,114
18432,156541,156635,95
18433,816563,816664,102
18434,346945,346994,50
18435,514964,514973,10
18436,910508,910606,99
18437,449943,450041,99
18438,508345,508360,16
18439,84224,84242,19
18440,117501,117626,126
18441,102210,102265,56
18442,86631,86734,104
18443,704837,704876,40
18444,229843,229890,48
18445,814384,814473,90
18446,924189,924296,108
18447,442868,442879,12
18448,288909,288912,4
18449,367428,367492,65
18450,847278,847401,124
18451,117176,117191,16
18452,738137,738183,47
18453,939657,939739,83
18454,276138,276219,82
18455,837426,837454,29
18456,242959,242999,41
18457,115677,115728,52
18458,592623,592706,84
18459,297174,297220,47
18460,817610,817669,60
18461,690956,691005,50
18462,97084,97144,61
18463,202848,202971,124
18464,541108,541181,74
18465,922714,922800,87
18466,74260,74311,52
18467,951278,951295,18
18468,220233,220266,34
18469,297948,298067,120
18470,367702,367743,42
18471,16790,16874,85
18472,461135,461216,82
18473,325160,325190,31
18474,85372,85388,17
18475,736870,736922,53
18476,853400,853476,77
18477,258107,258171,65
18478,483744,483863,120
18479,367531,367537,7
18480,893290,893348,59
18481,591968,592040,73
18482,293888,293890,3
18483,50351,50477,127
18484,151033,151065,33
18485,521553,521587,35
18486,948125,948192,68
18487,766931,767022,92
18488,555683,555763,81
18489,6953,6979,27
18490,190019,190047,29
18491,902034,902065,32
18492,905776,905790,15
18493,469758,469858,101
18494,527702,527813,112
18495,749869,749907,39
18496,543406,543416,11
18497,965492,965562,71
18498,860920,861033,114
18499,178273,178341,69
18500,396323,396429,107
18501,890393,890439,47
18502,128211,128318,108
18503,859228,859284,57
18504,857,983,127
18505,817808,817891,84
18506,156228,156251,24
18507,713408,713466,59
18508,451097,451173,77
18509,870952,871062,111
18510,118148,118247,100
18511,94615,94654,40
18512,907238,907329,92
18513,838160,838238,79
18514,517816,517846,31
18515,999672,999749,78
18516,307396,307423,28
18517,681404,681527,124
18518,102797,102815,19
18519,99502,99556,55
18520,41837,41939,103
18521,623311,623340,30
18522,437761,437792,32
18523,322078,322175,98
18524,413873,413990,118
18525,474958,475070,113
18526,151360,151434,75
18527,463757,463791,35
18528,426822,426836,15
18529,684916,685028,113
18530,701747,701805,59
18531,404753,404826,74
18532,296534,296642,109
18533,932214,932298,85
18534,946668,946743,76
18535,655538,655591,54
18536,335155,335170,16
18537,310708,310729,22
18538,788083,788171,89
18539,137734,137860,127
18540,900907,900969,63
18541,417177,417185,9
18542,618095,618154,60
18543,543545,543670,126
18544,735235,735342,108
18545,885547,885667,121
18546,915388,915450,63
18547,407629,407677,49
18548,896973,897083,111
18549,416296,416399,104
18550,848964,849071,108
18551,676647,676750,104
18552,466123,466160,38
18553,628377,628411,35
18554,621894,621950,57
18555,719942,719990,49
18556,988646,988720,75
18557,133941,133998,58
18558,525093,525134,42
18559,235690,235791,102
18560,909796,909886,91
18561,719633,719752,120
18562,533247,533356,110
18563,654457,654577,121
18564,590211,590218,8
18565,964327,964389,63
18566,975745,975781,37
18567,674620,674683,64
18568,36150,36255,106
18569,694708,694811,104
18570,658727,658824,98
18571,818485,818516,32
18572,29115,29232,118
18573,974369,974481,113
18574,634675,634751,77
18575,932188,932190,3
18576,106178,106182,5
18577,234483,234492,10
18578,337602,337680,79
18579,913914,914040,127
18580,911635,911726,92
18581,696566,696684,119
18582,691059,691120,62
18583,80536,80659,124
18584,263557,263649,93
18585,761276,761359,84
18586,574171,574274,104
18587,341593,341669,77
18588,699332,699368,37
18589,457497,457534,38
18590,403286,403300,15
18591,53795,53829,35
18592,393341,393416,76
18593,802845,802959,115
18594,251577,251586,10
18595,24270,24291,22
18596,293332,293431,100
18597,661220,661331,112
18598,694297,694319,23
18599,26215,26236,22
18600,779052,779066,15
18601,525857,525889,33
18602,714253,714374,122
18603,838978,839099,122
18604,843908,843948,41
18605,43179,43275,97
18606,38053,38121,69
18607,629823,629877,55
18608,288727,288727,1
18609,961624,961710,87
18610,139613,139629,17
18611,444427,444550,124
18612,450839,450868,30
18613,319258,319279,22
18614,294228,294340,113
18615,728434,728493,60
18616,691588,691696,109
18617,79930,80001,72
18618,57301,57415,115
18619,875666,875779,114
18620,90823,90835,13
18621,674174,674273,100
18622,643934,644058,125
18623,656238,656361,124
18624,914117,914223,107
18625,572721,572781,61
18626,463663,463761,99
18627,260164,260272,109
18628,351126,351191,66
18629,51252,51261,10
18630,746132,746168,37
18631,610588,610713,126
18632,504340,504442,103
18633,832398,832412,15
18634,416327,416331,5
18635,636433,636469,37
18636,490570,490582,13
18637,447481,447504,24
18638,910133,910187,55
18639,400148,400187,40
18640,39067,39177,111
18641,207728,207812,85
18642,930948,931034,87
18643,519545,519629,85
18644,966414,966503,90
18645,506010,506064,55
18646,240238,240270,33
18647,369486,369555,70
18648,316061,316101,41
18649,825216,825273,58
18650,309469,309533,65
18651,606033,606086,54
18652,951047,951128,82
18653,751825,751879,55
18654,398840,398872,33
18655,659885,659956,72
18656,790955,791032,78
18657,892839,892857,19
18658,749796,749851,56
18659,698958,698962,5
18660,17278,17341,64
18661,645695,645777,83
18662,177174,177246,73
18663,452514,452563,50
18664,415101,415102,2
18665,951154,951252,99
18666,248578,248633,56
18667,575926,576050,125
18668,630585,630608,24
18669,829501,829545,45
18670,859042,859155,114
18671,271986,272023,38
18672,565,675,111
18673,721549,721595,47
18674,584242,584277,36
18675,158152,158234,83
18676,768156,768257,102
18677,951794,951814,21
18678,852734,852768,35
18679,257962,257963,2
18680,439153,439196,44
18681,620072,620142,71
18682,984287,984390,104
18683,166002,166091,90
18684,150968,151063,96
18685,80189,80219,31
18686,404514,404572,59
18687,996703,996812,110
18688,343976,344063,88
18689,62852,62965,114
18690,322735,322834,100
18691,912459,912552,94
18692,316325,316371,47
18693,689505,689560,56
18694,622751,622784,34
18695,131983,132097,115
18696,35338,35443,106
18697,947567,947612,46
18698,812688,812798,111
18699,847995,848095,101
18700,901866,901964,99
18701,232613,232653,41
18702,840308,840393,86
18703,473907,474023,117
18704,262212,262294,83
18705,565812,565930,119
18706,727834,727960,127
18707,696594,696633,40
18708,309115,309126,12
18709,490372,490428,57
18710,496811,496841,31
18711,513433,513439,7
18712,936633,936666,34
18713,423177,423296,120
18714,265670,265678,9
18715,565013,565047,35
18716,119331,119363,33
18717,952057,952176,120
18718,397335,397414,80
18719,591805,591873,69
18720,240062,240093,32
18721,763822,763934,113
18722,51444,51564,121
18723,26887,26899,13
18724,857433,857517,85
18725,152091,152097,7
18726,423262,423381,120
18727,814430,814471,42
18728,740415,740494,80
18729,2687,2814,128
18730,999497,999527,31
18731,648747,648778,32
18732,210714,210807,94
18733,385086,385113,28
18734,999549,999573,25
18735,421924,421988,65
18736,178780,178878,99
18737,437407,437421,15
18738,700524,700548,25
18739,951886,951944,59
18740,679629,679724,96
18741,869607,869681,75
18742,699310,699408,99
18743,387819,387844,26
18744,43883,43899,17
18745,347032,347095,64
18746,736707,736766,60
18747,150794,150878,85
18748,290219,290302,84
18749,992701,992794,94
18750,305448,305553,106
18751,953134,953231,98
18752,316295,316372,78
18753,90824,90881,58
18754,501582,501695,114
18755,400007,400024,18
18756,182023,182026,4
18757,99676,99702,27
18758,160171,160272,102
18759,610147,610271,125
18760,223496,223516,21
18761,463126,463175,50
18762,573981,574070,90
18763,187035,187133,99
18764,737585,737645,61
18765,114342,114403,62
18766,709102,709162,61
18767,817845,817857,13
18768,860329,860348,20
18769,832223,832316,94
18770,774723,774794,72
18771,449434,449542,109
18772,252550,252582,33
18773,333505,333553,49
18774,704062,704074,13
18775,290947,290980,34
18776,59795,59883,89
18777,399598,399700,103
18778,65556,65660,105
18779,597351,597411,61
18780,186174,186270,97
18781,253359,253405,47
18782,901990,902003,14
18783,259425,259511,87
18784,184877,184895,19
18785,689029,689091,63
18786,50104,50208,105
18787,606480,606603,124
18788,60547,60652,106
18789,143390,143493,104
18790,511541,511580,40
18791,814791,814904,114
18792,794256,794313,58
18793,410992,411071,80
18794,624775,624867,93
18795,651419,651504,86
18796,295929,295976,48
18797,803533,803606,74
18798,55096,55223,128
18799,30973,31059,87
18800,452225,452259,35
18801,337058,337172,115
18802,34332,34390,59
18803,158957,159051,95
18804,6147,6232,86
18805,544710,544766,57
18806,14189,14204,16
18807,562859,562863,5
18808,647854,647891,38
18809,209513,209532,20
18810,153138,153239,102
18811,367676,367763,88
18812,41474,41526,53
18813,872858,872973,116
18814,146416,146424,9
18815,465971,466086,116
18816,670165,670201,37
18817,877637,877651,15
18818,565938,565996,59
18819,386047,386076,30
18820,227054,227142,89
18821,71996,72041,46
18822,846161,846169,9
18823,104598,104600,3
18824,857932,858020,89
18825,19622,19729,108
18826,481263,481349,87
18827,396920,397019,100
18828,425215,425272,58
18829,459853,459896,44
18830,930110,930158,49
18831,769352,769365,14
18832,294257,294309,53
18833,807719,807748,30
18834,682118,682145,28
18835,587722,587834,113
18836,78312,78355,44
18837,102080,102080,1
18838,789585,789681,97
18839,946008,946102,95
18840,903737,903809,73
18841,263551,263597,47
18842,847889,847927,39
18843,422329,422434,106
18844,640355,640385,31
18845,721246,721315,70
18846,785553,785558,6
18847,276214,276292,79
18848,970906,970952,47
18849,850404,850471,68
18850,527589,527684,96
18851,869596,869621,26
18852,867528,867535,8
18853,309148,309263,116
18854,594570,594613,44
18855,384296,384379,84
18856,956234,956354,121
18857,610589,610636,48
18858,475784,475838,55
18859,225617,225731,115
18860,894602,894624,23
18861,792373,792443,71
18862,274913,274966,54
18863,166836,166838,3
18864,652908,653025,118
18865,785626,785723,98
18866,42295,42359,65
18867,526017,526067,51
18868,520624,520654,31
18869,426831,426918,88
18870,71315,71315,1
18871,863047,863103,57
18872,964532,964578,47
18873,825017,825143,127
18874,544663,544757,95
18875,67195,67307,113
18876,698661,698697,37
18877,635882,635901,20
18878,468397,468524,128
18879,693030,693081,52
18880,445786,445851,66
18881,725796,725838,43
18882,553115,553197,83
18883,264536,264567,32
18884,924707,924716,10
18885,211475,211540,66
18886,120255,120322,68
18887,362562,362585,24
18888,118919,119001,83
18889,65137,65143,7
18890,443337,443460,124
18891,468665,468705,41
18892,287362,287416,55
18893,769154,769240,87
18894,25600,25650,51
18895,855855,855957,103
18896,168141,168201,61
18897,310949,311010,62
18898,252406,252440,35
18899,302665,302765,101
18900,209265,209343,79
18901,104057,104184,128
18902,232141,232224,84
18903,603995,604089,95
18904,93343,93389,47
18905,721672,721750,79
18906,642013,642081,69
18907,843097,843217,121
18908,59414,59472,59
18909,565066,565185,120
18910,925858,925884,27
18911,21325,21378,54
18912,479684,479798,115
18913,447725,447734,10
18914,787050,787143,94
18915,482639,482659,21
18916,434354,434416,63
18917,56695,56747,53
18918,580411,580536,126
18919,802888,802979,92
18920,472198,472244,47
18921,481344,481447,104
18922,882208,882332,125
18923,284655,284726,72
18924,90274,90298,25
18925,155741,155828,88
18926,168180,168273,94
18927,930536,930623,88
18928,622785,622808,24
18929,599621,599734,114
18930,173102,173208,107
18931,37255,37264,10
18932,861376,861455,80
18933,495012,495037,26
18934,837289,837347,59
18935,959273,959394,122
18936,986197,986230,34
18937,465920,465953,34
18938,952436,952476,41
18939,88019,88040,22
18940,228315,228441,127
18941,205416,205491,76
18942,456548,456675,128
18943,922742,922846,105
18944,173142,173211,70
18945,455651,455729,79
18946,357184,357199,16
18947,656757,656801,45
18948,245643,245711,69
18949,500012,500035,24
18950,176446,176470,25
18951,97449,97479,31
18952,159825,159941,117
18953,314680,314697,18
18954,352613,352711,99
18955,616964,617089,126
18956,940690,940782,93
18957,556974,557058,85
18958,870394,870450,57
18959,447415,447499,85
18960,433414,433449,36
18961,845173,845190,18
18962,280309,280369,61
18963,755269,755305,37
18964,744017,744112,96
18965,689035,689073,39
18966,260038,260165,128
18967,994400,994436,37
18968,689704,689713,10
18969,943638,943670,33
18970,475085,475111,27
18971,855686,855762,77
18972,336373,336481,109
18973,7858,7932,75
18974,378347,378448,102
18975,860490,860586,97
18976,15472,15474,3
18977,304641,304659,19
18978,958402,958423,22
18979,977135,977224,90
18980,661625,661680,56
18981,478870,478978,109
18982,689182,689257,76
18983,319007,319085,79
18984,295923,295938,16
18985,765889,765944,56
18986,388720,388725,6
18987,610784,610910,127
