idx,l,r,length
21048,806711,806785,75
21049,529952,530284,333
21050,699933,700090,158
21051,644466,645880,1415
21052,649296,650624,1329
21053,294797,295714,918
21054,567099,567640,542
21055,719540,719927,388
21056,316147,317679,1533
21057,398651,399945,1295
21058,494960,495547,588
21059,703779,704401,623
21060,72674,72831,158
21061,695049,696647,1599
21062,546360,547636,1277
21063,399942,400597,656
21064,937855,939873,2019
21065,251832,253208,1377
21066,241144,243099,1956
21067,142656,143868,1213
21068,887022,887345,324
21069,812298,812354,57
21070,491561,492146,586
21071,590184,591969,1786
21072,446767,447693,927
21073,624077,625216,1140
21074,42353,42886,534
21075,699106,700157,1052
21076,142102,143982,1881
21077,127381,127737,357
21078,855965,856362,398
21079,126836,127514,679
21080,269055,270662,1608
21081,142992,143018,27
21082,678724,680020,1297
21083,292701,294316,1616
21084,121582,123231,1650
21085,345357,346262,906
21086,596456,598400,1945
21087,94649,95181,533
21088,814501,816438,1938
21089,425477,426982,1506
21090,586461,586869,409
21091,23668,24416,749
21092,51589,52913,1325
21093,881971,882152,182
21094,126252,128209,1958
21095,787313,787326,14
21096,507532,508424,893
21097,66497,68425,1929
21098,317114,318855,1742
21099,227215,228908,1694
21100,605357,606282,926
21101,999236,999999,764
21102,944056,945283,1228
21103,95996,97952,1957
21104,38646,38958,313
21105,299603,301289,1687
21106,173059,173421,363
21107,139456,140811,1356
21108,321458,323354,1897
21109,712561,714444,1884
21110,813523,815273,1751
21111,600980,601385,406
21112,425653,425662,10
21113,82850,84710,1861
21114,568763,569677,915
21115,301319,302684,1366
21116,243496,244606,1111
21117,166685,168104,1420
21118,347097,348446,1350
21119,91642,92619,978
21120,220144,220774,631
21121,947474,947734,261
21122,939942,941391,1450
21123,882225,883438,1214
21124,155687,157270,1584
21125,103469,104613,1145
21126,909573,910928,1356
21127,209795,210159,365
21128,195321,197171,1851
21129,74630,76046,1417
21130,355486,357342,1857
21131,508483,508762,280
21132,686231,686635,405
21133,903422,904038,617
21134,878716,880534,1819
21135,824060,825402,1343
21136,523749,524658,910
21137,154114,155803,1690
21138,803490,805112,1623
21139,412619,413083,465
21140,175177,176531,1355
21141,579836,580025,190
21142,842400,844445,2046
21143,67889,67904,16
21144,192757,194687,1931
21145,836958,837812,855
21146,225872,226615,744
21147,59072,61015,1944
21148,419117,419182,66
21149,283217,284724,1508
21150,994972,996975,2004
21151,236271,237679,1409
21152,251777,253770,1994
21153,580779,582354,1576
21154,688027,688506,480
21155,689255,689531,277
21156,459944,461625,1682
21157,422914,424092,1179
21158,663905,663929,25
21159,978094,979035,942
21160,399050,399811,762
21161,496588,497642,1055
21162,60728,62046,1319
21163,78893,79286,394
21164,613844,615607,1764
21165,979737,979902,166
21166,313523,314116,594
21167,653342,654140,799
21168,588420,589759,1340
21169,907870,908254,385
21170,988215,988223,9
21171,561267,562810,1544
21172,481672,483302,1631
21173,729970,731504,1535
21174,578927,578959,33
21175,90325,91008,684
21176,42789,44066,1278
21177,599796,600634,839
21178,890838,891522,685
21179,81701,81788,88
21180,536693,536693,1
21181,212736,212796,61
21182,585652,586428,777
21183,881678,882259,582
21184,202295,202805,511
21185,405623,407033,1411
21186,879574,881341,1768
21187,511017,511562,546
21188,762174,763824,1651
21189,943761,945627,1867
21190,565215,566742,1528
21191,125848,127887,2040
21192,981155,981747,593
21193,541578,542364,787
21194,878241,879323,1083
21195,828068,830070,2003
21196,178041,178760,720
21197,110249,110719,471
21198,437796,438549,754
21199,821091,823135,2045
21200,774089,775690,1602
21201,890553,890634,82
21202,380371,382133,1763
21203,793805,794146,342
21204,291863,293077,1215
21205,681408,682063,656
21206,560736,560974,239
21207,263864,265306,1443
21208,682703,684498,1796
21209,936627,936755,129
21210,489516,489866,351
21211,645413,645549,137
21212,390469,391514,1046
21213,620387,621475,1089
21214,320733,322258,1526
21215,680628,681402,775
21216,123270,123801,532
21217,369579,371491,1913
21218,935905,936217,313
21219,780991,782468,1478
21220,486898,487134,237
21221,616864,617047,184
21222,72547,73665,1119
21223,38695,39213,519
21224,617382,618818,1437
21225,1243,1755,513
21226,957898,959004,1107
21227,258186,258443,258
21228,59672,61001,1330
21229,84411,85798,1388
21230,535869,535928,60
21231,634609,636522,1914
21232,343395,344127,733
21233,53411,54812,1402
21234,283096,284406,1311
21235,392357,393459,1103
21236,398657,399219,563
21237,954740,955329,590
21238,829157,829180,24
21239,239669,241046,1378
21240,481308,482428,1121
21241,391525,392399,875
21242,515855,515885,31
21243,914376,914418,43
21244,806849,807912,1064
21245,320646,321303,658
21246,518713,518739,27
21247,435197,435715,519
21248,559557,561443,1887
21249,819796,820232,437
21250,316718,318079,1362
21251,894605,895297,693
21252,829334,829527,194
21253,871606,873535,1930
21254,29203,30342,1140
21255,229914,231438,1525
21256,365173,367182,2010
21257,982222,982489,268
21258,793716,795576,1861
21259,936321,937472,1152
21260,965173,965332,160
21261,252442,252964,523
21262,158174,158615,442
21263,397608,399057,1450
21264,825674,825748,75
21265,812583,814181,1599
21266,298700,300623,1924
21267,565008,566041,1034
21268,658843,660382,1540
21269,824274,825308,1035
21270,37296,37361,66
21271,406528,407782,1255
21272,699382,699778,397
21273,795052,795394,343
21274,727689,728832,1144
21275,133728,134617,890
21276,78208,79805,1598
21277,674910,675951,1042
21278,124005,124628,624
21279,996121,997656,1536
21280,555176,556552,1377
21281,608163,609962,1800
21282,959471,960209,739
21283,447480,448860,1381
21284,401439,403314,1876
21285,198761,199728,968
21286,217051,217516,466
21287,569743,570783,1041
21288,81429,82201,773
21289,9903,11736,1834
21290,908517,909852,1336
21291,279334,281346,2013
21292,832536,834342,1807
21293,174619,175459,841
21294,494788,496000,1213
21295,443209,443272,64
21296,439046,440919,1874
21297,591646,592312,667
21298,922600,924602,2003
21299,391674,393588,1915
21300,288597,289790,1194
21301,147974,148333,360
21302,498390,499675,1286
21303,918039,920031,1993
21304,904172,904473,302
21305,113386,115346,1961
21306,704486,705970,1485
21307,486192,487697,1506
21308,606488,608041,1554
21309,263391,264570,1180
21310,740409,740854,446
21311,641272,641968,697
21312,588610,588760,151
21313,523526,525226,1701
21314,479803,480186,384
21315,316961,318139,1179
21316,271714,271826,113
21317,450587,451272,686
21318,281777,282249,473
21319,413298,415100,1803
21320,263293,265132,1840
21321,335563,337238,1676
21322,128586,130553,1968
21323,43764,45521,1758
21324,200634,201823,1190
21325,344140,344338,199
21326,936459,938484,2026
21327,893294,894135,842
21328,742461,743414,954
21329,452049,453672,1624
21330,650033,652028,1996
21331,544299,545015,717
21332,621591,622329,739
21333,600276,601232,957
21334,856607,858489,1883
21335,891999,893524,1526
21336,128645,130232,1588
21337,643792,645387,1596
21338,308320,309176,857
21339,584177,584476,300
21340,849220,850504,1285
21341,791205,792209,1005
21342,997705,998872,1168
21343,634232,635843,1612
21344,215227,215457,231
21345,124265,124830,566
21346,820537,821719,1183
21347,331255,332235,981
21348,10817,12470,1654
21349,162880,164460,1581
21350,966698,967423,726
21351,660973,661515,543
21352,924442,925882,1441
21353,213701,214673,973
21354,371806,372351,546
21355,628529,630385,1857
21356,888364,888575,212
21357,693432,694150,719
21358,181893,183873,1981
21359,95916,96541,626
21360,518942,519482,541
21361,762168,762210,43
21362,704254,705243,990
21363,968937,970717,1781
21364,482225,482843,619
21365,730267,731605,1339
21366,855660,857687,2028
21367,985122,986886,1765
21368,330314,331205,892
21369,217330,217905,576
21370,152283,154063,1781
21371,762479,763642,1164
21372,109692,111733,2042
21373,390590,391057,468
21374,242886,243359,474
21375,695245,696425,1181
21376,782406,783201,796
21377,509991,511807,1817
21378,526822,528866,2045
21379,615530,616373,844
21380,196973,198704,1732
21381,646990,647495,506
21382,942189,943931,1743
21383,744205,745626,1422
21384,152610,154213,1604
21385,421301,423230,1930
21386,487671,489520,1850
21387,934567,935910,1344
21388,968921,970027,1107
21389,60039,62082,2044
21390,514006,515201,1196
21391,728063,728617,555
21392,253201,253218,18
21393,981583,982782,1200
21394,628779,630731,1953
21395,296834,297698,865
21396,40908,42257,1350
21397,74247,75215,969
21398,671260,671567,308
21399,759532,760726,1195
21400,742260,742960,701
21401,760679,762677,1999
21402,105833,106120,288
21403,186615,187034,420
21404,288700,290528,1829
21405,251159,252849,1691
21406,477502,478405,904
21407,569489,569700,212
21408,493537,494230,694
21409,520226,521444,1219
21410,625637,627603,1967
21411,880560,881028,469
21412,382472,382949,478
21413,95655,95904,250
21414,175106,176905,1800
21415,989071,989693,623
21416,411474,412081,608
21417,435255,435937,683
21418,434522,435275,754
21419,870677,871091,415
21420,906324,906960,637
21421,605604,606723,1120
21422,942694,943061,368
21423,806905,808226,1322
21424,442267,443705,1439
21425,374696,375666,971
21426,993065,995100,2036
21427,872892,873826,935
21428,27432,27553,122
21429,907782,909500,1719
21430,495574,497206,1633
21431,972985,974447,1463
21432,687336,688861,1526
21433,380917,381872,956
21434,485778,487521,1744
21435,595239,596284,1046
21436,306033,306253,221
21437,682464,683787,1324
21438,401462,403366,1905
21439,137236,137752,517
21440,361699,362370,672
21441,300308,300377,70
21442,549306,551216,1911
21443,852282,852752,471
21444,902665,902817,153
21445,513853,514370,518
21446,783260,783380,121
21447,454370,456082,1713
21448,139756,141587,1832
21449,757600,758145,546
21450,443617,445581,1965
21451,148509,149140,632
21452,657349,658568,1220
21453,333492,334927,1436
21454,858694,859013,320
21455,851717,853366,1650
21456,665645,665935,291
21457,119234,120131,898
21458,602019,603913,1895
21459,317073,317542,470
21460,480285,482157,1873
21461,643769,644286,518
21462,506135,506260,126
21463,149013,149498,486
21464,585992,586130,139
21465,253641,254495,855
21466,905549,906396,848
21467,977186,978982,1797
21468,479435,479958,524
21469,683955,684425,471
21470,252632,254253,1622
21471,548311,549764,1454
21472,994115,994287,173
21473,277102,279121,2020
21474,170909,172422,1514
21475,625884,627250,1367
21476,313629,315322,1694
21477,929697,930816,1120
21478,265227,266364,1138
21479,15760,16585,826
21480,129429,131400,1972
21481,12354,13606,1253
21482,205160,206807,1648
21483,754368,755107,740
21484,82654,84240,1587
21485,715244,717056,1813
21486,292973,293960,988
21487,497582,498607,1026
21488,984748,985190,443
21489,329870,331290,1421
21490,30254,31493,1240
21491,26431,28328,1898
21492,496703,497450,748
21493,903465,904385,921
21494,454515,455608,1094
21495,570061,571845,1785
21496,403234,405214,1981
21497,401540,401911,372
21498,127865,128061,197
21499,218312,219591,1280
21500,144755,144974,220
21501,966542,967678,1137
21502,928947,930022,1076
21503,993837,994700,864
21504,400235,402006,1772
21505,464671,465435,765
21506,447704,448374,671
21507,358397,360029,1633
21508,4844,4962,119
21509,18839,19932,1094
21510,10885,11580,696
21511,634967,635212,246
21512,5601,7429,1829
21513,733915,734846,932
21514,581257,581338,82
21515,45946,46823,878
21516,369770,370743,974
21517,399681,399953,273
21518,827241,828969,1729
21519,588563,589408,846
21520,282001,282518,518
21521,120408,121634,1227
21522,719695,720969,1275
21523,972354,973643,1290
21524,129053,131083,2031
21525,174869,176018,1150
21526,897398,898858,1461
21527,260991,261134,144
21528,613068,613631,564
21529,740497,742158,1662
21530,923385,924422,1038
21531,348061,348307,247
21532,768517,769754,1238
21533,248463,249714,1252
21534,368585,368807,223
21535,42044,42350,307
21536,594111,594816,706
21537,409780,411147,1368
21538,480516,480636,121
21539,269998,270441,444
21540,924413,926172,1760
21541,281611,282656,1046
21542,776471,777082,612
21543,975697,977682,1986
21544,142022,142918,897
21545,735672,736429,758
21546,147436,149077,1642
21547,671313,673234,1922
21548,77206,77477,272
21549,232524,232861,338
21550,162286,163361,1076
21551,939684,940795,1112
21552,553769,554642,874
21553,147973,149005,1033
21554,372351,373905,1555
21555,485660,486907,1248
21556,659648,661061,1414
21557,826243,827226,984
21558,671944,673621,1678
21559,380545,381193,649
21560,236193,236776,584
21561,647768,649409,1642
21562,332804,333571,768
21563,986593,986877,285
21564,137368,138354,987
21565,698849,699881,1033
21566,513748,514011,264
21567,693117,694500,1384
21568,52655,53240,586
21569,308485,309586,1102
21570,762379,764290,1912
21571,211216,211635,420
21572,489445,490913,1469
21573,912766,913483,718
21574,490789,491742,954
21575,895480,896767,1288
21576,391899,393196,1298
21577,168207,170028,1822
21578,968914,969953,1040
21579,237825,239664,1840
21580,580546,581690,1145
21581,901112,902687,1576
21582,552526,553846,1321
21583,193142,194766,1625
21584,366335,366979,645
21585,270919,272556,1638
21586,866431,867806,1376
21587,47001,47863,863
21588,167440,169211,1772
21589,568942,570278,1337
21590,374935,375798,864
21591,752710,753335,626
21592,903153,905199,2047
21593,634699,635782,1084
21594,661959,663021,1063
21595,615150,616219,1070
21596,184707,185375,669
21597,781948,783189,1242
21598,1838,2887,1050
21599,377132,377867,736
21600,778160,779687,1528
21601,667426,669185,1760
21602,620729,622021,1293
21603,335785,336631,847
21604,43510,45048,1539
21605,990604,991499,896
21606,21656,22859,1204
21607,147532,149000,1469
21608,167855,169567,1713
21609,787883,789703,1821
21610,313358,313892,535
21611,63214,64867,1654
21612,42080,43410,1331
21613,120111,121618,1508
21614,327765,327789,25
21615,76676,76835,160
21616,553006,553771,766
21617,712309,712324,16
21618,472353,473582,1230
21619,906956,908005,1050
21620,70497,70791,295
21621,307742,309290,1549
21622,550313,550359,47
21623,771185,772044,860
21624,59207,60277,1071
21625,542286,543341,1056
21626,263763,264234,472
21627,805207,806364,1158
21628,275043,275294,252
21629,312555,313259,705
21630,421114,422458,1345
21631,600022,601710,1689
21632,32532,33470,939
21633,151665,151818,154
21634,314490,314635,146
21635,702939,704881,1943
21636,896148,897876,1729
21637,811309,811439,131
21638,643069,643350,282
21639,94219,95523,1305
21640,136049,136143,95
21641,196787,197101,315
21642,285780,285782,3
21643,422355,423326,972
21644,880893,882920,2028
21645,268136,269272,1137
21646,203914,204120,207
21647,123110,123986,877
21648,898911,899265,355
21649,837014,838020,1007
21650,67198,68654,1457
21651,631210,633224,2015
21652,210972,212087,1116
21653,628427,629317,891
21654,874210,875254,1045
21655,306177,306432,256
21656,276543,277253,711
21657,313360,314057,698
21658,829801,830926,1126
21659,819440,821293,1854
21660,970480,971521,1042
21661,220398,222306,1909
21662,17088,17380,293
21663,68049,69454,1406
21664,298296,300047,1752
21665,707070,707974,905
21666,649116,649607,492
21667,388807,389131,325
21668,143206,143764,559
21669,330039,331931,1893
21670,264627,266415,1789
21671,848253,850126,1874
21672,111294,111489,196
21673,787686,788221,536
21674,326791,328679,1889
21675,490216,492125,1910
21676,847528,848745,1218
21677,673123,675148,2026
21678,370877,372749,1873
21679,462007,463627,1621
21680,475175,477145,1971
21681,2901,3373,473
21682,460120,461138,1019
21683,347750,349743,1994
21684,329226,329873,648
21685,534569,535437,869
21686,119344,119779,436
21687,993477,993515,39
21688,595948,597564,1617
21689,710877,711390,514
21690,226655,226897,243
21691,311389,312329,941
21692,447180,448779,1600
21693,123501,123940,440
21694,988521,988974,454
21695,637122,638543,1422
21696,190135,190484,350
21697,282920,283242,323
21698,161522,161665,144
21699,896102,897106,1005
21700,768881,770570,1690
21701,87321,88917,1597
21702,260853,260909,57
21703,442787,443987,1201
21704,216550,217317,768
21705,232856,234807,1952
21706,309014,310623,1610
21707,495282,496499,1218
21708,607770,608715,946
21709,574062,574142,81
21710,786791,787825,1035
21711,953366,955085,1720
21712,512738,514274,1537
21713,259247,260639,1393
21714,911426,913062,1637
21715,499992,501596,1605
21716,178831,180116,1286
21717,829150,829219,70
21718,922663,924583,1921
21719,294471,295145,675
21720,829627,831543,1917
21721,871701,873141,1441
21722,817905,819827,1923
21723,66103,66444,342
21724,842898,844266,1369
21725,51469,52294,826
21726,842118,843696,1579
21727,768422,768896,475
21728,62193,63865,1673
21729,86603,88342,1740
21730,660285,662077,1793
21731,561164,562344,1181
21732,874575,876373,1799
21733,927430,928490,1061
21734,549901,550577,677
21735,226330,226373,44
21736,743264,743710,447
21737,768624,770599,1976
21738,733924,734859,936
21739,235274,236707,1434
21740,247692,249556,1865
21741,833038,834841,1804
21742,246391,248387,1997
21743,953640,955357,1718
21744,775998,777914,1917
21745,78460,78618,159
21746,581800,582147,348
21747,630783,631618,836
21748,972925,973178,254
21749,937842,938450,609
21750,406475,407505,1031
21751,520258,520809,552
21752,70522,71650,1129
21753,5588,7433,1846
21754,918166,918519,354
21755,905511,906424,914
21756,879915,881596,1682
21757,87759,88261,503
21758,59910,61149,1240
21759,497730,498658,929
21760,916836,918121,1286
21761,527958,528533,576
21762,650767,651639,873
21763,83249,85211,1963
21764,321111,321832,722
21765,248996,249476,481
21766,897295,897403,109
21767,146497,146680,184
21768,159922,161776,1855
21769,303743,304927,1185
21770,341202,342765,1564
21771,649293,650925,1633
21772,25590,27490,1901
21773,866103,866865,763
21774,320738,321992,1255
21775,945482,946914,1433
21776,631311,631660,350
21777,436900,437335,436
21778,266111,267119,1009
21779,147911,148478,568
21780,136697,138538,1842
21781,620500,622190,1691
21782,859709,861039,1331
21783,670149,671965,1817
21784,427226,428686,1461
21785,650135,651410,1276
21786,867860,868358,499
21787,196097,197583,1487
21788,107878,109595,1718
21789,781210,782810,1601
21790,363621,364647,1027
21791,409708,410311,604
21792,13118,14469,1352
21793,363920,365587,1668
21794,15963,17050,1088
21795,777398,779154,1757
21796,509545,511200,1656
21797,955910,957567,1658
21798,831905,833411,1507
21799,780868,781462,595
21800,844049,845546,1498
21801,162321,164270,1950
21802,812290,812924,635
21803,408502,408873,372
21804,327395,327813,419
21805,323246,325257,2012
21806,475057,476656,1600
21807,430861,432310,1450
21808,925277,926625,1349
21809,983539,984079,541
21810,75222,75665,444
21811,667012,667418,407
21812,943946,945381,1436
21813,543912,544555,644
21814,776280,776770,491
21815,408772,409031,260
21816,622388,622627,240
21817,545565,547423,1859
21818,116798,117132,335
21819,726773,727390,618
21820,525263,526310,1048
21821,12480,13924,1445
21822,671229,672017,789
21823,173780,175306,1527
21824,241781,242956,1176
21825,544227,544477,251
21826,658414,658512,99
21827,896646,898156,1511
21828,162306,163493,1188
21829,152807,154271,1465
21830,491085,492939,1855
21831,551615,551618,4
21832,594065,594970,906
21833,310918,311611,694
21834,488107,489086,980
21835,853407,854282,876
21836,763663,764957,1295
21837,33847,35446,1600
21838,253329,253637,309
21839,845786,846400,615
21840,315226,316410,1185
21841,282250,282560,311
21842,970763,970856,94
21843,167966,169792,1827
21844,37569,38260,692
21845,973500,973522,23
21846,959002,959636,635
21847,48903,49154,252
21848,945650,947504,1855
21849,16700,16745,46
21850,756370,757041,672
21851,880101,881404,1304
21852,833044,833176,133
21853,565126,566871,1746
21854,850687,852507,1821
21855,290810,292004,1195
21856,946555,947545,991
21857,100992,102875,1884
21858,86850,88779,1930
21859,516807,517223,417
21860,257490,258895,1406
21861,892893,893739,847
21862,46427,47716,1290
21863,127383,128698,1316
21864,371150,371811,662
21865,743047,744387,1341
21866,751449,752347,899
21867,618599,620435,1837
21868,919578,921621,2044
21869,282921,283211,291
21870,292039,292953,915
21871,332753,334436,1684
21872,252090,252786,697
21873,742762,743491,730
21874,678109,678270,162
21875,350968,352019,1052
21876,619552,620496,945
21877,104807,106693,1887
21878,268387,270156,1770
21879,557443,557562,120
21880,295751,296024,274
21881,384688,385617,930
21882,999712,999999,288
21883,67194,68256,1063
21884,8204,8458,255
21885,293379,293809,431
21886,381274,382401,1128
21887,87537,88117,581
21888,688382,688513,132
21889,277975,279856,1882
21890,739395,739473,79
21891,341099,341374,276
21892,694906,696100,1195
21893,803942,805861,1920
21894,167786,169374,1589
21895,149119,150284,1166
21896,592911,594815,1905
21897,493654,495197,1544
21898,340786,341025,240
21899,67575,67784,210
21900,317638,317880,243
21901,696281,697263,983
21902,150664,151040,377
21903,728163,728307,145
21904,598496,598778,283
21905,975777,976962,1186
21906,941226,943071,1846
21907,677127,677965,839
21908,792483,793956,1474
21909,481793,483463,1671
21910,314568,315123,556
21911,637924,638879,956
21912,986171,987224,1054
21913,548539,548602,64
21914,884697,886012,1316
21915,644904,646567,1664
21916,954393,956258,1866
21917,482808,483201,394
21918,401694,402561,868
21919,430533,431217,685
21920,35507,35659,153
21921,422558,422690,133
21922,83043,83470,428
21923,279307,280354,1048
21924,675799,676785,987
21925,524892,525637,746
21926,136249,137400,1152
21927,465685,467319,1635
21928,237839,238984,1146
21929,161464,163357,1894
21930,778948,780292,1345
21931,591544,592010,467
21932,358336,358996,661
21933,541135,541709,575
21934,387168,388326,1159
21935,953274,954283,1010
21936,57680,58909,1230
21937,899578,900617,1040
21938,900105,900720,616
21939,939471,940474,1004
21940,40376,40480,105
21941,294207,294232,26
21942,198238,199641,1404
21943,993267,995300,2034
21944,133834,135396,1563
21945,319365,319993,629
21946,229007,230512,1506
21947,148521,148527,7
21948,292534,294369,1836
21949,246956,248823,1868
21950,30187,31918,1732
21951,845225,846456,1232
21952,664285,666000,1716
21953,562284,562744,461
21954,347867,348843,977
21955,544158,545237,1080
21956,649313,650367,1055
21957,603046,603600,555
21958,278260,279404,1145
21959,691232,691437,206
21960,541796,541976,181
21961,136404,137094,691
21962,333224,333774,551
21963,510040,511082,1043
21964,458336,459500,1165
21965,659157,660155,999
21966,630747,631344,598
21967,37788,39541,1754
21968,44484,45055,572
21969,185624,185969,346
21970,289653,290733,1081
21971,113176,114769,1594
21972,196694,198707,2014
21973,77137,77292,156
21974,574344,574611,268
21975,372473,372924,452
21976,91392,93401,2010
21977,106712,108372,1661
21978,771430,772463,1034
21979,971494,971853,360
21980,250904,251969,1066
21981,254714,255353,640
21982,807049,808315,1267
21983,664138,664915,778
21984,80920,81510,591
21985,206399,207498,1100
21986,661507,661958,452
21987,945780,947499,1720
21988,581385,581770,386
21989,516249,516664,416
21990,719201,720028,828
21991,436180,437469,1290
21992,376679,377877,1199
21993,112410,113393,984
21994,655308,655518,211
21995,891855,892629,775
21996,744682,745019,338
21997,491168,492105,938
21998,326623,327800,1178
21999,700755,702528,1774
22000,907099,908777,1679
22001,110406,111319,914
22002,385439,385599,161
22003,6825,6852,28
22004,607339,608342,1004
22005,505380,507274,1895
22006,487201,489222,2022
22007,953110,953361,252
22008,676940,677055,116
22009,757472,757978,507
22010,556111,558106,1996
22011,403231,404640,1410
22012,368232,368479,248
22013,145788,147835,2048
22014,929489,931163,1675
22015,524994,525865,872
22016,235724,236651,928
22017,430945,432254,1310
22018,774383,775899,1517
22019,381617,381964,348
22020,734636,734938,303
22021,604571,606441,1871
22022,986938,988155,1218
22023,77654,78103,450
22024,260401,262079,1679
22025,148764,149234,471
22026,724749,726505,1757
22027,161487,162892,1406
22028,971700,972792,1093
22029,398196,399564,1369
22030,36569,36769,201
22031,276382,276995,614
22032,105404,106767,1364
22033,285041,286874,1834
22034,577800,579438,1639
22035,459741,460157,417
22036,910,1381,472
22037,37316,37689,374
22038,35865,37258,1394
22039,729516,731354,1839
22040,753489,754916,1428
22041,184318,184466,149
22042,475423,476630,1208
22043,874599,875890,1292
22044,449615,450904,1290
22045,199943,199949,7
22046,826188,826823,636
22047,454003,454439,437
22048,580847,582433,1587
22049,593052,593097,46
22050,728822,729077,256
22051,170323,170361,39
22052,62873,64386,1514
22053,857360,857450,91
22054,160674,162537,1864
22055,810889,812379,1491
22056,447512,448365,854
22057,986073,987290,1218
22058,550772,550820,49
22059,506449,506907,459
22060,632469,632959,491
22061,458848,460863,2016
22062,35529,36429,901
22063,364777,365141,365
22064,127703,128916,1214
22065,611806,613511,1706
22066,954446,956385,1940
22067,256961,256970,10
22068,25501,27033,1533
22069,711850,711963,114
22070,808263,808444,182
22071,434656,435279,624
22072,659639,660975,1337
22073,685724,686554,831
22074,199718,200351,634
22075,221276,222116,841
22076,333432,335222,1791
22077,313119,313250,132
22078,597429,598486,1058
22079,927089,928468,1380
22080,692013,692813,801
22081,404163,405304,1142
22082,764452,765620,1169
22083,516663,518270,1608
22084,211945,213196,1252
22085,276614,278256,1643
22086,50569,50874,306
22087,971503,971726,224
22088,332130,333897,1768
22089,309668,310642,975
22090,316267,318139,1873
22091,705692,706070,379
22092,153686,154924,1239
22093,235641,236019,379
22094,915332,916233,902
22095,158098,159268,1171
22096,573932,575002,1071
22097,132120,132725,606
22098,824728,825594,867
22099,998842,999698,857
22100,564727,566265,1539
22101,719859,720212,354
22102,260041,260965,925
22103,589862,591876,2015
22104,342383,344208,1826
22105,766854,768230,1377
22106,37757,37853,97
22107,417000,417298,299
22108,713154,714055,902
22109,731150,731743,594
22110,197192,198569,1378
22111,175773,177695,1923
22112,858420,859405,986
22113,705140,706449,1310
22114,334103,335004,902
22115,769859,771530,1672
22116,264506,265278,773
22117,25691,26215,525
22118,15308,16852,1545
22119,474385,475228,844
22120,265060,265223,164
22121,888410,889440,1031
22122,218808,219312,505
22123,909436,909701,266
22124,5423,6894,1472
22125,230494,232147,1654
22126,767092,767214,123
22127,962711,964445,1735
22128,396212,396437,226
22129,259530,259921,392
22130,717690,719576,1887
22131,996280,997316,1037
22132,877802,878454,653
22133,602308,603877,1570
22134,34394,35488,1095
22135,215773,217045,1273
22136,845354,846317,964
22137,639877,640711,835
22138,614196,614704,509
22139,578390,579713,1324
22140,957458,957764,307
22141,300028,300819,792
22142,856436,857914,1479
22143,874750,876647,1898
22144,260658,260972,315
22145,388322,388734,413
22146,531997,533859,1863
22147,870232,871185,954
22148,218820,220783,1964
22149,873924,874148,225
22150,781951,782928,978
22151,521232,522990,1759
22152,792683,794218,1536
22153,957159,957517,359
22154,158251,158869,619
22155,151001,152147,1147
22156,14747,15921,1175
22157,686096,686815,720
22158,829849,831584,1736
22159,758383,758896,514
22160,600682,601861,1180
22161,474899,475953,1055
22162,636154,637345,1192
22163,666758,668607,1850
22164,560220,561547,1328
22165,296653,298013,1361
22166,959427,959590,164
22167,686220,686869,650
22168,883294,884618,1325
22169,164983,165340,358
22170,780878,781789,912
22171,585546,587105,1560
22172,445027,445731,705
22173,744260,745512,1253
22174,260513,260715,203
22175,4792,6498,1707
22176,990526,990640,115
22177,532018,532860,843
22178,657163,658484,1322
22179,154753,155605,853
22180,852035,852170,136
22181,850377,851907,1531
22182,589139,591108,1970
22183,546179,546978,800
22184,592452,592727,276
22185,673831,674935,1105
22186,349478,350935,1458
22187,973579,974551,973
22188,16426,16728,303
22189,379776,381466,1691
22190,764228,765066,839
22191,669090,671064,1975
22192,670540,672109,1570
22193,562276,563471,1196
22194,763570,764774,1205
22195,956883,958666,1784
22196,763509,763843,335
22197,436204,438055,1852
22198,801627,803293,1667
22199,195085,195159,75
22200,609342,611173,1832
22201,194646,196545,1900
22202,176517,178388,1872
22203,131353,132413,1061
22204,37628,39667,2040
22205,917567,919168,1602
22206,441275,442331,1057
22207,698083,699894,1812
22208,657758,659183,1426
22209,689984,690204,221
22210,779883,780490,608
22211,692631,694625,1995
22212,954441,955233,793
22213,140744,140866,123
22214,908768,910263,1496
22215,70086,70438,353
22216,178059,178619,561
22217,510961,512184,1224
22218,626498,627630,1133
22219,466914,468728,1815
22220,363393,365075,1683
22221,15540,17341,1802
22222,17353,18814,1462
22223,89223,91168,1946
22224,463637,464637,1001
22225,905302,905695,394
22226,47236,48601,1366
22227,267015,268178,1164
22228,659088,660069,982
22229,702108,702266,159
22230,575283,576232,950
22231,845551,846820,1270
22232,107792,109647,1856
22233,796554,798515,1962
22234,148001,148838,838
22235,598976,599453,478
22236,363508,365480,1973
22237,502209,503457,1249
22238,953537,953675,139
22239,198821,199830,1010
22240,722350,724281,1932
22241,685355,685975,621
22242,709144,709912,769
22243,629052,629854,803
22244,387024,387245,222
22245,754755,755136,382
22246,496635,498429,1795
22247,417666,418261,596
22248,868763,868865,103
22249,820635,822471,1837
22250,447362,447422,61
22251,784106,784691,586
22252,4027,5019,993
22253,296578,298054,1477
22254,772277,772870,594
22255,457402,457486,85
22256,546661,548218,1558
22257,574675,576688,2014
22258,439665,441428,1764
22259,459097,460832,1736
22260,491081,492442,1362
