idx,l,r,length
3105,863044,866794,3751
3106,747890,775946,28057
3107,9923,20783,10861
3108,110249,125843,15595
3109,228043,232218,4176
3110,263300,288839,25540
3111,881760,912136,30377
3112,627958,640205,12248
3113,735734,739189,3456
3114,772545,785884,13340
3115,384249,401441,17193
3116,91229,94373,3145
3117,111779,121923,10145
3118,781329,811451,30123
3119,350955,351493,539
3120,65739,82893,17155
3121,696769,704578,7810
3122,49528,64185,14658
3123,888968,914730,25763
3124,898662,915709,17048
3125,943009,953884,10876
3126,694173,698703,4531
3127,220882,252980,32099
3128,425145,449706,24562
3129,842109,860882,18774
3130,715236,720517,5282
3131,969668,989035,19368
3132,135715,142087,6373
3133,259758,287754,27997
3134,924587,924847,261
3135,260652,274824,14173
3136,916417,944042,27626
3137,13281,14421,1141
3138,397482,409817,12336
3139,698349,726833,28485
3140,981454,999999,18546
3141,929448,956757,27310
3142,633313,662559,29247
3143,95002,123632,28631
3144,265806,281992,16187
3145,409198,429979,20782
3146,968231,981178,12948
3147,477797,509363,31567
3148,705285,716144,10860
3149,635691,661625,25935
3150,127046,150078,23033
3151,849718,879452,29735
3152,628318,638181,9864
3153,731267,737425,6159
3154,874418,892625,18208
3155,921290,935207,13918
3156,332515,351353,18839
3157,791242,803426,12185
3158,438680,449859,11180
3159,812835,827461,14627
3160,981955,994356,12402
3161,603295,626747,23453
3162,813980,832174,18195
3163,299335,322490,23156
3164,404358,427839,23482
3165,241529,260284,18756
3166,226885,258110,31226
3167,998629,999999,1371
3168,207988,238212,30225
3169,544229,544429,201
3170,957219,975303,18085
3171,312992,316741,3750
3172,404936,433546,28611
3173,100978,129315,28338
3174,63849,80226,16378
3175,925942,952213,26272
3176,253194,265751,12558
3177,712977,720386,7410
3178,180965,208206,27242
3179,633901,634656,756
3180,468431,487749,19319
3181,563969,595917,31949
3182,601310,626798,25489
3183,750511,764285,13775
3184,177432,195936,18505
3185,945196,966106,20911
3186,313358,337274,23917
3187,430787,436499,5713
3188,110715,121990,11276
3189,778510,805660,27151
3190,793185,800392,7208
3191,753178,765743,12566
3192,657720,690132,32413
3193,875955,876072,118
3194,1395,1727,333
3195,570514,573971,3458
3196,791336,821908,30573
3197,485156,517479,32324
3198,766533,792109,25577
3199,42294,62550,20257
3200,930502,960127,29626
3201,574853,595472,20620
3202,944780,967617,22838
3203,124977,155778,30802
3204,507368,530135,22768
3205,432004,447236,15233
3206,536608,568659,32052
3207,28339,44551,16213
3208,582307,592785,10479
3209,126939,140357,13419
3210,53139,74796,21658
3211,122994,134555,11562
3212,589947,622275,32329
3213,681266,704140,22875
3214,326855,358632,31778
3215,258729,271379,12651
3216,857875,861054,3180
3217,742836,775557,32722
3218,559879,590244,30366
3219,79137,108760,29624
3220,976685,997159,20475
3221,411013,433187,22175
3222,690971,708448,17478
3223,568535,570365,1831
3224,668724,672422,3699
3225,434981,439575,4595
3226,900834,922745,21912
3227,543580,562758,19179
3228,491997,506906,14910
3229,166634,175438,8805
3230,788044,820729,32686
3231,425769,433576,7808
3232,584817,590444,5628
3233,108896,119663,10768
3234,430151,455606,25456
3235,130662,156080,25419
3236,299501,301654,2154
3237,844213,845484,1272
3238,269018,290363,21346
3239,860972,861410,439
3240,427525,427707,183
3241,861608,865883,4276
3242,285306,307341,22036
3243,915702,918377,2676
3244,774402,782454,8053
3245,711247,714449,3203
3246,688400,712340,23941
3247,140784,169276,28493
3248,41032,68062,27031
3249,993824,996878,3055
3250,826537,845941,19405
3251,461062,467627,6566
3252,212224,236687,24464
3253,147537,175969,28433
3254,50544,82844,32301
3255,69210,100992,31783
3256,198831,221773,22943
3257,959832,972630,12799
3258,42257,73418,31162
3259,473462,491184,17723
3260,982980,985741,2762
3261,810817,832513,21697
3262,405049,419657,14609
3263,806044,811155,5112
3264,664556,676744,12189
3265,614024,645418,31395
3266,254648,280414,25767
3267,199843,205130,5288
3268,52361,78255,25895
3269,257866,260308,2443
3270,1361,19109,17749
3271,732345,761955,29611
3272,629222,658986,29765
3273,833958,836216,2259
3274,359130,364128,4999
3275,935755,945294,9540
3276,82385,91291,8907
3277,214593,233959,19367
3278,650353,654153,3801
3279,773901,801908,28008
3280,505860,535680,29821
3281,928936,961545,32610
3282,812597,844601,32005
3283,596078,618077,22000
3284,722888,737502,14615
3285,319138,332655,13518
3286,650483,679857,29375
3287,812170,821625,9456
3288,787544,788761,1218
3289,667805,687569,19765
3290,305378,311324,5947
3291,619528,638776,19249
3292,281959,284885,2927
3293,410144,438928,28785
3294,802715,831751,29037
3295,548126,555994,7869
3296,938466,943807,5342
3297,73307,86856,13550
3298,655507,671565,16059
3299,908324,909014,691
3300,320760,329821,9062
3301,413185,432477,19293
3302,948479,978122,29644
3303,255817,284936,29120
3304,613094,644935,31842
3305,563872,575982,12111
3306,306504,323496,16993
3307,144047,165091,21045
3308,399587,415829,16243
3309,178820,209274,30455
3310,964176,975569,11394
3311,165029,195975,30947
3312,550749,565411,14663
3313,376638,387914,11277
3314,36071,61723,25653
3315,739964,768823,28860
3316,165344,165453,110
3317,238172,242167,3996
3318,574223,606860,32638
3319,263057,268340,5284
3320,206843,228536,21694
3321,825956,841001,15046
3322,719662,728731,9070
3323,414206,442913,28708
3324,331825,336841,5017
3325,609806,621310,11505
3326,230889,259073,28185
3327,96085,97502,1418
3328,424835,433953,9119
3329,58153,72003,13851
3330,323043,353525,30483
3331,252634,261442,8809
3332,642404,659945,17542
3333,333224,347721,14498
3334,579893,605791,25899
3335,327946,356176,28231
3336,303526,324813,21288
3337,82323,89241,6919
3338,776374,795728,19355
3339,554463,554691,229
3340,974703,999129,24427
3341,447642,466572,18931
3342,687817,696088,8272
3343,653986,663532,9547
3344,253150,258235,5086
3345,710768,711114,347
3346,978347,992271,13925
3347,617240,623637,6398
3348,75149,100729,25581
3349,534234,545994,11761
3350,976060,992293,16234
3351,6799,26686,19888
3352,265386,272679,7294
3353,243065,270663,27599
3354,648373,658803,10431
3355,579565,584034,4470
3356,871054,896349,25296
3357,395968,426557,30590
3358,191287,221006,29720
3359,681266,699076,17811
3360,531877,542440,10564
3361,518570,532429,13860
3362,103259,126300,23042
3363,863224,871560,8337
3364,395665,410188,14524
3365,842319,842365,47
3366,785516,785749,234
3367,514664,536763,22100
3368,907581,931143,23563
3369,488180,518308,30129
3370,677000,690152,13153
3371,868679,877412,8734
3372,216007,219307,3301
3373,50323,70937,20615
3374,428358,445794,17437
3375,502695,535338,32644
3376,612008,643368,31361
3377,127624,157143,29520
3378,397103,417927,20825
3379,997697,998168,472
3380,97090,122262,25173
3381,793881,807030,13150
3382,357494,372595,15102
3383,262617,289999,27383
3384,473016,489096,16081
3385,692687,717187,24501
3386,71664,93700,22037
3387,293513,294290,778
3388,738955,771186,32232
3389,710221,722697,12477
3390,524969,535871,10903
3391,598223,622877,24655
3392,647732,658510,10779
3393,186139,202213,16075
3394,977404,994141,16738
3395,200339,222734,22396
3396,979299,995206,15908
3397,16168,43336,27169
3398,461989,476281,14293
3399,299993,318335,18343
3400,863669,869467,5799
3401,598189,600616,2428
3402,532023,546500,14478
3403,512406,529520,17115
3404,584427,603919,19493
3405,281670,295595,13926
3406,259344,266341,6998
3407,388761,401632,12872
3408,654474,671904,17431
3409,765217,797372,32156
3410,527001,556554,29554
3411,991389,999999,8611
3412,840917,851850,10934
3413,450601,468249,17649
3414,307783,310876,3094
3415,742931,758802,15872
3416,947577,969418,21842
3417,351995,362809,10815
3418,799582,824730,25149
3419,487315,487409,95
3420,290614,294494,3881
3421,427828,436269,8442
3422,877207,902058,24852
3423,844545,856146,11602
3424,765674,796623,30950
3425,813404,837179,23776
3426,869865,889406,19542
3427,138851,161678,22828
3428,353471,355834,2364
3429,963921,988249,24329
3430,685648,716291,30644
3431,90817,98216,7400
3432,331715,362073,30359
3433,292121,304633,12513
3434,345003,348481,3479
3435,215196,224482,9287
3436,238936,254084,15149
3437,999886,999999,114
3438,366205,397068,30864
3439,844764,846499,1736
3440,366654,371246,4593
3441,282282,307288,25007
3442,796187,808209,12023
3443,141069,159286,18218
3444,560754,562463,1710
3445,216838,220385,3548
3446,325129,327115,1987
3447,726476,731850,5375
3448,602553,613498,10946
3449,655198,672278,17081
3450,18370,49409,31040
3451,289917,306168,16252
3452,291042,320811,29770
3453,418086,423663,5578
3454,426436,432577,6142
3455,121404,121459,56
3456,563815,569580,5766
3457,864174,866038,1865
3458,781321,792382,11062
3459,65721,90826,25106
3460,827752,846105,18354
3461,618132,645566,27435
3462,381682,403796,22115
3463,774072,794946,20875
3464,536735,544070,7336
3465,467456,475290,7835
3466,444699,466891,22193
3467,847339,869970,22632
3468,940626,946113,5488
3469,948044,976312,28269
3470,275567,302271,26705
3471,214576,236087,21512
3472,171336,171615,280
3473,642918,648755,5838
3474,47752,75301,27550
3475,693079,719997,26919
3476,611125,611564,440
3477,645082,661002,15921
3478,645166,661784,16619
3479,580193,612863,32671
3480,736837,766498,29662
3481,120047,137273,17227
3482,671386,676554,5169
3483,614768,616810,2043
3484,741254,753697,12444
3485,364469,384862,20394
3486,104313,127148,22836
3487,313864,325277,11414
3488,780452,805184,24733
3489,327808,358392,30585
3490,88597,118823,30227
3491,698438,699976,1539
3492,356074,356985,912
3493,887626,895600,7975
3494,815566,818156,2591
3495,911910,914888,2979
3496,234778,244024,9247
3497,768970,788264,19295
3498,770496,782668,12173
3499,418297,450434,32138
3500,810871,840082,29212
3501,847418,869760,22343
3502,460935,468299,7365
3503,551717,561277,9561
3504,959055,990841,31787
3505,475001,487498,12498
3506,174528,190546,16019
3507,23805,41114,17310
3508,457476,465175,7700
3509,624978,641839,16862
3510,229649,232318,2670
3511,999888,999999,112
3512,186960,207689,20730
3513,268362,268706,345
3514,984647,999999,15353
3515,303004,325220,22217
3516,901331,907115,5785
3517,28538,44433,15896
3518,906526,936249,29724
3519,814146,817208,3063
3520,558053,574721,16669
3521,222576,224525,1950
3522,387571,410673,23103
3523,179727,186615,6889
3524,107127,108774,1648
3525,492286,515921,23636
3526,66823,66903,81
3527,703146,732294,29149
3528,908216,937723,29508
3529,126539,138135,11597
3530,51750,56492,4743
3531,532379,561875,29497
3532,463294,475281,11988
3533,563034,574438,11405
3534,708478,733603,25126
3535,342957,370753,27797
3536,171806,199757,27952
3537,413162,426392,13231
3538,356724,372053,15330
3539,670336,676351,6016
3540,673823,690250,16428
3541,855949,867282,11334
3542,138410,142609,4200
3543,330980,337252,6273
3544,359409,387392,27984
3545,418045,424547,6503
3546,439434,461701,22268
3547,90422,92779,2358
3548,259267,269403,10137
3549,489799,511974,22176
3550,340759,366836,26078
3551,940557,953782,13226
3552,325366,334624,9259
3553,498233,512134,13902
3554,851588,872039,20452
3555,512516,539143,26628
3556,92407,114934,22528
3557,686010,701538,15529
3558,232020,255274,23255
3559,232501,248614,16114
3560,926610,954945,28336
3561,568376,586608,18233
3562,921920,934371,12452
3563,647136,656870,9735
3564,441708,461851,20144
3565,973057,976387,3331
3566,321130,350385,29256
3567,244464,265560,21097
3568,442023,454680,12658
3569,370711,370761,51
3570,781165,792579,11415
3571,721786,744875,23090
3572,999789,999999,211
3573,429164,459671,30508
3574,670160,698835,28676
3575,651504,657968,6465
3576,455845,464604,8760
3577,850242,860707,10466
3578,449971,478253,28283
3579,181900,202004,20105
3580,597099,629517,32419
3581,966596,992899,26304
3582,768783,796796,28014
3583,952697,978698,26002
3584,576133,593904,17772
3585,689564,694171,4608
3586,192147,199703,7557
3587,69724,74808,5085
3588,782801,801088,18288
3589,575111,592651,17541
3590,718342,723737,5396
3591,157598,160434,2837
3592,410669,436335,25667
3593,367369,371909,4541
3594,155999,163648,7650
3595,28554,56447,27894
3596,245898,260176,14279
3597,595697,616829,21133
3598,197351,218838,21488
3599,975885,999999,24115
3600,758037,777868,19832
3601,365552,381831,16280
3602,126241,152249,26009
3603,85142,108937,23796
3604,904648,935491,30844
3605,692611,704741,12131
3606,820646,830039,9394
3607,443799,449679,5881
3608,716053,726343,10291
3609,233529,247417,13889
3610,373018,398068,25051
3611,538487,547800,9314
3612,282513,288861,6349
3613,585409,608304,22896
3614,495971,525663,29693
3615,379956,381748,1793
3616,949650,966288,16639
3617,354825,366853,12029
3618,216758,230990,14233
3619,711390,726699,15310
3620,783110,813889,30780
3621,755627,780903,25277
3622,350880,365728,14849
3623,694140,707052,12913
3624,662615,674791,12177
3625,603232,607518,4287
3626,689365,693331,3967
3627,278391,311116,32726
3628,638196,640136,1941
3629,610017,612806,2790
3630,313779,332908,19130
3631,387537,415644,28108
3632,78198,83538,5341
3633,453840,468635,14796
3634,52966,70527,17562
3635,427098,444388,17291
3636,656162,685267,29106
3637,430478,458763,28286
3638,705803,708341,2539
3639,121375,147912,26538
3640,284166,316039,31874
3641,369901,371874,1974
3642,98433,116292,17860
3643,470762,502230,31469
3644,84500,110106,25607
3645,318903,322478,3576
3646,463237,490687,27451
3647,432812,434843,2032
3648,708868,739265,30398
3649,700063,721279,21217
3650,36753,60882,24130
3651,599498,609577,10080
3652,65926,69987,4062
3653,952322,967897,15576
3654,331481,335736,4256
3655,276083,302015,25933
3656,659727,681075,21349
3657,799862,832242,32381
3658,487343,488786,1444
3659,829796,838014,8219
3660,289339,319756,30418
3661,181647,198560,16914
3662,588588,601204,12617
3663,475079,498679,23601
3664,798461,825267,26807
3665,101359,111760,10402
3666,161387,186157,24771
3667,985256,986350,1095
3668,948411,963338,14928
3669,351350,360452,9103
3670,261537,277398,15862
3671,748882,759941,11060
3672,504009,509452,5444
3673,934334,955711,21378
3674,327386,343860,16475
3675,700055,730684,30630
3676,52070,76509,24440
3677,502820,529533,26714
3678,891897,902608,10712
3679,513513,545210,31698
3680,114024,120471,6448
3681,783501,789168,5668
3682,918734,941163,22430
3683,392927,405855,12929
3684,433632,452908,19277
3685,933179,938930,5752
3686,662581,671888,9308
3687,149778,176260,26483
3688,150446,175178,24733
3689,899204,922397,23194
3690,6114,19594,13481
3691,1020,26642,25623
3692,824610,825888,1279
3693,928661,942627,13967
3694,649108,673706,24599
3695,634161,636941,2781
3696,711631,717595,5965
3697,748268,767327,19060
3698,14320,42857,28538
3699,834092,842763,8672
3700,420188,424741,4554
3701,165211,188263,23053
3702,146060,172603,26544
3703,217333,222606,5274
3704,601806,604749,2944
3705,100223,101554,1332
3706,113013,118868,5856
3707,949187,965366,16180
3708,15608,19606,3999
3709,125995,155106,29112
3710,765971,790765,24795
3711,767787,782215,14429
3712,867479,876466,8988
3713,802764,816195,13432
3714,840273,851037,10765
3715,805765,816081,10317
3716,745181,757192,12012
3717,370921,382370,11450
3718,900506,906776,6271
3719,942586,949139,6554
3720,361800,392043,30244
3721,462660,464626,1967
3722,180393,192780,12388
3723,758027,780149,22123
3724,786290,797121,10832
3725,241389,268021,26633
3726,205575,211256,5682
3727,113966,122757,8792
3728,230608,235228,4621
3729,115351,142823,27473
3730,241723,262959,21237
3731,808429,829377,20949
3732,672927,686074,13148
3733,860757,881504,20748
3734,391071,409114,18044
3735,138590,151576,12987
3736,437890,455670,17781
3737,945129,959091,13963
3738,304423,307045,2623
3739,798014,825337,27324
3740,959343,974136,14794
3741,891929,909403,17475
3742,16031,44342,28312
3743,626618,642863,16246
3744,489974,504763,14790
3745,612683,632970,20288
3746,221677,243148,21472
3747,320871,326527,5657
3748,727513,737441,9929
3749,587411,617246,29836
3750,702724,731546,28823
3751,36382,43775,7394
3752,699706,704836,5131
3753,361157,382444,21288
3754,9762,20727,10966
3755,887808,912078,24271
3756,922234,930274,8041
3757,948846,955475,6630
3758,899712,931820,32109
3759,722220,727236,5017
3760,203087,217397,14311
3761,778243,801943,23701
3762,407935,420290,12356
3763,790897,800101,9205
3764,143656,153657,10002
3765,36546,50364,13819
3766,443941,460564,16624
3767,181387,183934,2548
3768,544926,577643,32718
3769,411970,424307,12338
3770,877297,894571,17275
3771,291798,316063,24266
3772,991933,999999,8067
3773,943834,959071,15238
3774,724060,739738,15679
3775,419110,424433,5324
3776,696189,725922,29734
3777,867073,877472,10400
3778,38581,67033,28453
3779,774075,784850,10776
3780,455469,476525,21057
3781,212733,235799,23067
3782,376628,397305,20678
3783,418996,447288,28293
3784,32552,64710,32159
3785,717603,728635,11033
3786,503631,504390,760
3787,801889,817711,15823
3788,545920,572944,27025
3789,520934,521317,384
3790,924221,954535,30315
3791,906171,917595,11425
3792,804980,823712,18733
3793,473838,489980,16143
3794,879144,910362,31219
3795,146780,169923,23144
3796,76332,105693,29362
3797,896170,925176,29007
3798,650603,660852,10250
3799,471645,493316,21672
3800,129873,146426,16554
3801,76097,77418,1322
3802,431771,455324,23554
3803,272853,280536,7684
3804,423983,453884,29902
3805,683441,702058,18618
3806,94305,94485,181
3807,924472,952867,28396
3808,807867,811867,4001
3809,266956,274671,7716
3810,797821,804910,7090
3811,845715,872587,26873
3812,378543,409195,30653
3813,596274,611832,15559
3814,247149,269695,22547
3815,994412,999999,5588
3816,407206,432556,25351
3817,942644,952773,10130
3818,160782,189880,29099
3819,726991,758984,31994
3820,892367,897883,5517
3821,703229,709633,6405
3822,459478,477369,17892
3823,105758,120211,14454
3824,39169,67805,28637
3825,94854,95076,223
3826,983079,999999,16921
3827,419419,437757,18339
3828,850701,860520,9820
3829,714023,738941,24919
3830,796063,819339,23277
3831,661933,680452,18520
3832,131594,156006,24413
3833,271824,282414,10591
3834,523346,530256,6911
3835,138958,150725,11768
3836,191991,216818,24828
3837,821809,826967,5159
3838,267641,275237,7597
3839,674768,692883,18116
3840,368641,374233,5593
3841,657318,663208,5891
3842,458193,466446,8254
3843,783446,803795,20350
3844,881025,896725,15701
3845,866089,881958,15870
3846,298305,307115,8811
3847,440366,466600,26235
3848,288988,310836,21849
3849,633655,640000,6346
3850,757946,762677,4732
3851,472643,482409,9767
3852,794287,794346,60
3853,574430,585757,11328
3854,116568,140425,23858
3855,673358,683451,10094
3856,976132,995037,18906
3857,796677,827270,30594
3858,80718,102255,21538
3859,874915,875181,267
3860,120842,133113,12272
3861,564468,596494,32027
3862,263806,288537,24732
3863,472937,493227,20291
3864,601425,623050,21626
3865,288968,313322,24355
3866,23894,50970,27077
3867,190485,203291,12807
3868,492204,511947,19744
3869,843617,864812,21196
3870,57964,67975,10012
3871,208488,221131,12644
3872,857715,873544,15830
3873,628427,631790,3364
3874,426829,435333,8505
3875,534615,541684,7070
3876,490581,495372,4792
3877,956507,958262,1756
3878,445979,474526,28548
3879,401050,403344,2295
3880,985766,999999,14234
3881,132826,157023,24198
3882,208349,219811,11463
3883,959167,959702,536
3884,638953,657588,18636
3885,844725,863800,19076
3886,268299,290580,22282
3887,207778,212105,4328
3888,240070,248555,8486
3889,913481,933559,20079
3890,534036,541980,7945
3891,492742,502397,9656
3892,436694,461072,24379
3893,145031,164129,19099
3894,139780,147107,7328
3895,891545,906105,14561
3896,739749,771923,32175
3897,683991,689715,5725
3898,700944,712116,11173
3899,512704,515447,2744
3900,953344,976649,23306
3901,222111,226444,4334
3902,604174,624581,20408
3903,546387,575228,28842
3904,322043,340815,18773
3905,871349,876093,4745
3906,281521,303200,21680
3907,738527,747018,8492
3908,531102,553351,22250
3909,558713,566965,8253
3910,312795,323864,11070
3911,173533,183092,9560
3912,31854,55146,23293
3913,927754,954669,26916
3914,627520,656797,29278
3915,943234,963823,20590
3916,28040,38740,10701
3917,447611,454058,6448
3918,282986,293950,10965
3919,681171,683030,1860
3920,348529,351010,2482
3921,362044,386917,24874
3922,201882,214573,12692
3923,145386,169044,23659
3924,647129,663490,16362
3925,886009,899852,13844
3926,500080,519617,19538
3927,125180,155668,30489
3928,834190,841910,7721
3929,156046,172109,16064
3930,648196,680545,32350
3931,794879,804582,9704
3932,380362,389119,8758
3933,228457,229679,1223
3934,301681,317575,15895
3935,180600,192754,12155
3936,508262,508448,187
3937,23927,36472,12546
3938,54055,69781,15727
3939,354332,355898,1567
3940,833169,846211,13043
3941,870010,880820,10811
3942,841574,844424,2851
3943,368662,386340,17679
3944,343735,368739,25005
3945,253213,266504,13292
3946,138079,161588,23510
3947,898832,911335,12504
3948,418282,430026,11745
3949,265921,278352,12432
3950,125567,137495,11929
3951,231266,262469,31204
3952,149483,168778,19296
3953,186988,188853,1866
3954,908507,924944,16438
3955,172629,182838,10210
3956,194603,209123,14521
3957,296626,320536,23911
3958,964890,985000,20111
3959,244382,253032,8651
3960,90597,113369,22773
3961,61102,64936,3835
3962,425146,431076,5931
3963,181693,184489,2797
3964,207397,221680,14284
3965,663797,688945,25149
3966,91017,107230,16214
3967,295117,310932,15816
3968,330485,338232,7748
3969,632197,660024,27828
3970,723662,735095,11434
3971,133283,158363,25081
3972,764130,772187,8058
3973,516540,536577,20038
3974,235233,258483,23251
3975,393065,412214,19150
3976,717819,727999,10181
3977,570555,598561,28007
3978,712348,729287,16940
3979,674561,702989,28429
3980,464206,477046,12841
3981,736100,745571,9472
3982,325442,344677,19236
3983,400304,404864,4561
3984,354816,357322,2507
3985,729191,732599,3409
3986,638733,658934,20202
3987,276008,282480,6473
3988,798323,825210,26888
3989,65812,69529,3718
3990,646435,663091,16657
3991,598801,628543,29743
3992,86614,106019,19406
3993,95132,99020,3889
3994,108661,120965,12305
3995,136062,166634,30573
3996,854850,860045,5196
3997,345742,355999,10258
3998,881592,896246,14655
3999,885390,892653,7264
4000,690799,712624,21826
4001,199304,222637,23334
4002,729142,734759,5618
4003,184937,191638,6702
4004,6382,13769,7388
4005,617825,622975,5151
4006,931913,955347,23435
4007,164434,177827,13394
4008,759882,785882,26001
4009,890095,896918,6824
4010,425002,455182,30181
4011,947073,969492,22420
4012,162999,178309,15311
4013,21243,26289,5047
4014,529369,539871,10503
4015,648254,656986,8733
4016,910447,924685,14239
4017,896238,901245,5008
4018,478787,503631,24845
4019,492311,503810,11500
4020,835778,838746,2969
4021,992083,995484,3402
4022,472324,492129,19806
4023,953103,958068,4966
4024,785654,790462,4809
4025,81009,96912,15904
4026,515865,523960,8096
4027,838260,841631,3372
4028,156829,163925,7097
4029,380627,403863,23237
4030,289325,289824,500
4031,534958,542086,7129
4032,718484,746386,27903
4033,286108,287191,1084
4034,580290,606835,26546
4035,37048,38224,1177
4036,801176,818189,17014
4037,318337,348530,30194
4038,619545,649691,30147
4039,227534,234105,6572
4040,614673,630584,15912
4041,398409,427865,29457
4042,795709,814449,18741
4043,191377,199380,8004
4044,477260,482627,5368
4045,383256,406154,22899
4046,61432,76467,15036
4047,56936,74538,17603
4048,100574,124600,24027
4049,78547,94246,15700
4050,152372,168732,16361
4051,503708,511734,8027
4052,358529,373936,15408
4053,733509,741912,8404
4054,196737,218609,21873
4055,901055,925502,24448
4056,729576,747503,17928
4057,818506,850479,31974
4058,712226,739845,27620
4059,735447,742745,7299
4060,757999,766651,8653
4061,417543,444432,26890
4062,979979,980491,513
4063,629439,632694,3256
4064,654352,681722,27371
4065,323223,337064,13842
4066,356582,379276,22695
4067,969557,976737,7181
4068,638048,669441,31394
4069,388793,413852,25060
4070,270380,302917,32538
4071,330513,356045,25533
4072,105278,134245,28968
4073,861092,882254,21163
4074,511988,519790,7803
4075,466646,480991,14346
4076,53964,80365,26402
4077,722352,734595,12244
4078,40615,50697,10083
4079,676928,689336,12409
4080,476387,499958,23572
4081,419263,432057,12795
4082,298341,323785,25445
4083,666750,677752,11003
4084,306182,327180,20999
4085,185792,196148,10357
4086,919435,939863,20429
4087,726061,732602,6542
4088,960641,981403,20763
4089,322707,327521,4815
4090,595561,600897,5337
4091,924557,931447,6891
4092,224250,247472,23223
4093,142601,145588,2988
4094,248252,260008,11757
4095,292123,318476,26354
4096,143742,174477,30736
4097,147988,151207,3220
4098,522141,532892,10752
4099,314804,324180,9377
4100,803344,824292,20949
4101,858157,863376,5220
4102,740028,770580,30553
4103,583207,600156,16950
4104,473329,488483,15155
4105,555018,566438,11421
4106,167244,196743,29500
4107,507679,511281,3603
4108,515563,522604,7042
4109,54843,56349,1507
4110,355301,368575,13275
4111,492716,505713,12998
4112,476999,492402,15404
4113,378809,393412,14604
4114,580963,583034,2072
4115,735284,765009,29726
4116,765536,787165,21630
4117,417194,426232,9039
4118,666857,693523,26667
4119,627164,647443,20280
4120,205969,216958,10990
4121,374127,387213,13087
4122,334709,340803,6095
4123,421205,435169,13965
4124,975389,980312,4924
4125,651691,678517,26827
4126,98098,108567,10470
4127,706389,722501,16113
4128,981535,997775,16241
4129,86017,92892,6876
4130,755108,762944,7837
4131,369262,374694,5433
4132,300557,321546,20990
4133,311774,319650,7877
4134,265808,297953,32146
4135,748752,767137,18386
4136,512867,528092,15226
4137,556009,579942,23934
4138,851101,866032,14932
4139,688947,718566,29620
4140,821626,843091,21466
4141,822012,827548,5537
4142,151925,183514,31590
4143,908516,919174,10659
4144,762958,780532,17575
4145,452318,477702,25385
4146,66144,75709,9566
4147,338851,355465,16615
4148,201357,231566,30210
4149,698144,717701,19558
4150,765467,797678,32212
4151,635648,643343,7696
4152,279711,311655,31945
4153,629020,644538,15519
4154,15316,38911,23596
4155,487981,518666,30686
4156,742054,766455,24402
4157,324504,327904,3401
4158,446201,448676,2476
4159,432773,461489,28717
4160,757759,787371,29613
4161,366051,374617,8567
4162,200072,226884,26813
4163,611347,642974,31628
4164,612802,621608,8807
4165,297924,305199,7276
4166,137200,163843,26644
4167,859180,891135,31956
4168,661808,682501,20694
4169,393624,411000,17377
4170,920214,923833,3620
4171,848522,862854,14333
4172,450594,483326,32733
4173,734293,757935,23643
4174,795503,810195,14693
4175,473163,474879,1717
4176,938522,964419,25898
4177,973001,978040,5040
4178,853283,885977,32695
4179,59134,91251,32118
4180,975396,989929,14534
4181,48898,77299,28402
4182,359237,384051,24815
4183,211864,232092,20229
4184,29139,48175,19037
4185,392999,412536,19538
4186,56004,75091,19088
4187,576445,599139,22695
4188,609712,626424,16713
4189,398965,403854,4890
4190,677141,689766,12626
4191,104069,104616,548
4192,996109,999999,3891
4193,535116,563278,28163
4194,873407,905303,31897
4195,954814,962567,7754
4196,781619,799428,17810
4197,181362,194306,12945
4198,233233,240216,6984
4199,103952,123523,19572
4200,635177,654578,19402
4201,189149,206334,17186
4202,453283,474211,20929
4203,537031,549704,12674
4204,352671,372116,19446
4205,897188,911633,14446
4206,152953,178260,25308
4207,775742,797181,21440
4208,887701,891518,3818
4209,94709,102309,7601
4210,772107,804351,32245
4211,258995,264511,5517
4212,1215,15665,14451
4213,506451,537483,31033
4214,782533,807485,24953
4215,990549,999999,9451
4216,582127,588933,6807
4217,915100,919186,4087
4218,909141,930892,21752
4219,569504,582619,13116
4220,722195,740802,18608
4221,555064,580297,25234
4222,31600,37321,5722
4223,249031,275941,26911
4224,699950,713591,13642
4225,25981,27453,1473
4226,624417,637794,13378
4227,357472,375505,18034
4228,871714,893883,22170
4229,887907,890403,2497
4230,478063,498962,20900
4231,367412,381475,14064
4232,553421,572716,19296
4233,836748,846932,10185
4234,510840,537949,27110
4235,945312,961908,16597
4236,874127,894743,20617
4237,57686,60014,2329
4238,328108,360447,32340
4239,89503,98831,9329
4240,488591,495306,6716
4241,328344,342386,14043
4242,625013,635342,10330
4243,186632,215668,29037
4244,93561,103807,10247
4245,450347,459985,9639
4246,785212,799703,14492
4247,671019,679702,8684
4248,104542,106961,2420
4249,933543,949943,16401
4250,835192,841362,6171
4251,316058,330499,14442
4252,549384,578166,28783
4253,219476,235067,15592
4254,266721,275950,9230
4255,74624,99212,24589
4256,61411,94127,32717
4257,19002,27445,8444
4258,6190,12273,6084
4259,321671,341832,20162
4260,65133,89963,24831
4261,950253,963302,13050
4262,881118,912504,31387
4263,399034,429131,30098
4264,720633,733807,13175
4265,572849,580311,7463
4266,775551,787859,12309
4267,937352,942276,4925
4268,743164,751027,7864
4269,628772,660975,32204
4270,958028,962042,4015
4271,382925,413185,30261
4272,115545,125923,10379
4273,544478,548767,4290
